DR KERENG MASUPU,PTMP SU,DR KERENG MASUPU,10.45.8.120,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01A93,001567692f34,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,RASESA TSHELE HILL VLAN 48,,,
BOITSHEPO TLHAKO,PTMP SU,BOIPELO JUDITH THABA,10.45.8.226,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AA9,001567e93029,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MODIPANE PLOT 839 VLAN 127,52.10234,0.79243,
HRDC OAITSE GANELANG PW71189,PTMP SU,HRDC OAITSE GANELANG PW71189,10.45.8.234,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00D04,00156766c442,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,PLOT M4 MODIPANE Vlan 161,51.55358,1.0078,
BENJAMIN MOKGOLODI PW78719,PTMP SU,BENJAMIN MOKGOLODI PW78719,10.45.8.235,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000208,001567e95222,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,RURETSE PLOT 9 VLAN 132,51.91273,0.91157,
SABRINA MAHLALELA PW 70334,PTMP SU,SABRINA MAHLALELA PW 70334,10.45.8.237,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A002AE,001567e4ccac,5,4.1.60_b4174_Nov 10 2015, 10 Mbps,PLOT 140 MODIPANE Vlan 1103,51.77361,0.96617,
ABALENG MOTLADI PW 72592,PTMP SU,ABALENG MOTLADI PW 72592,10.45.8.239,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A013E0,001567e0f5c2,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,PLOT 1185  OODI Vlan 229,52.37982,0.44448,
LORATO MOTSAATHEBE,PTMP SU,LORATO MOTSAATHEBE PW 78324,10.45.8.246,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A0010F,00156747ca35,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,RALESOGO/ MODIPANE VLAN 123,52.34488,0.5106,
KEFILWE MOKGOSI  PW 72892,PTMP SU,KEFILWE DHLODHLO  PW 72892,10.45.9.6,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A013E2,001567e0f447,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,PLOT 62 MODIPANE Vlan 246,52.45378,0.23312,
MATLALO MOSA PW 76851,PTMP SU,MATLALO MOSA PW 76851,10.45.9.7,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A0006A,00156747ca12,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,MODIPANE  Vlan 263,52.24489,0.65339,
LWAZFIFTEEN (PTY)LTD RES 71388,PTMP SU,LWAZFIFTEEN (PTY)LTD RES 71388,10.45.9.8,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100F0001E,00156765c550,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,MODOPANE vlan137/,52.15902,0.74365,
BERNIAH NTWAYAGAE PW: 71361,PTMP SU,MPHO KETLOGETSWE PW84215,10.45.9.9,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000339,001567e951be,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MODIPANE,52.30509,0.57392,
OMPHEMETSE MORAKALADI/PW 72383,PTMP SU,OMPHEMETSE MALESELE/PW 75359,10.45.9.12,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000632,001567eaf768,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,VLAN 27,51.97885,0.87663,
DICHABE D MOKGANELWA PW 70002,PTMP SU,Tracy Molefe,10.45.9.13,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000103,001567692de7,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,Modipane Plot 87,52.43442,0.30536,
MUSAEMURA CHARUMBIRA PW 72015,PTMP SU,MUSAEMURA CHARUMBIRA PW 72015,10.45.9.17,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00D23,00156766f7dd,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,PLOT NO 260 MODIPANE  Vlan 131,52.40972,0.37594,
MOEMEDI D LEGODIMO PW 70277,PTMP SU,MOEMEDI D LEGODIMO PW 70277,10.45.9.18,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000703,001567eaf758,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MODIPANE  Vlan 269,51.77361,0.96617,
SECURITY SYSTEMS  PW 73559,PTMP SU,SECURITY SYSTEMS  PW 73559,10.45.9.20,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0091D,0015676936bb,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,PLOT 639 MODIPANE Vlan 403,52.26068,0.63409,
MOSES PHIRI  PW NO:82099,PTMP SU,KEOLEBOGILE TSHIKEDI PW 80653,10.45.9.77,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01483,00156760fa8d,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,PLOT 4780 MATHKWANE Vlan 8,-23.9239,27.0927,
BAKANG PEGION NKELE PW 80115,PTMP SU,BAKANG PEGION NKELE PW 80115,10.45.9.67,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000108,0015676973ee,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,MALOLWANE Vlan 279,-24.30073,27.32948,
VBN SERVICES-GILL SLEEPOVER,PTMP SU,VBN SERVICES-GILL SLEEPOVER,10.45.9.71,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00D0E,001567670226,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,MMATHUBUDUKWANE Vlan 1403,-24.40849,27.36052,
MALOLWANE CLINIC 12931,PTMP SU,MALOLWANE CLINIC  pw12931,10.45.9.74,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0141B,001567e0eae0,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,MALOLWANE KGATLENG,-23.63729,26.49756,
BARCLAYS MEMO/GAONE PW 82140,PTMP SU,BARCLAYS MEMO/GAONE PW 82140,10.45.9.98,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01910,001567e8ef32,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,BOKAA   Vlan 148,-24.1246,26.97772,
GAEMPHELELE_KOMBANI-PW 72706,PTMP SU,GAEMPHELELE_KOMBANI-PW 72706,10.45.9.116,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A014A7,001567610cc3,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,BOKAA-VLAN  7,52.47885,0.0106,
DIT BOKAA CUSTOMERY COURT,PTMP SU,DIT BOKAA CUSTOMERY COURT,10.45.9.151,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01993,001567e8f6bf,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,BOKAA KGOTLA VLAN 244,,,
PHENYO_WETSHOOTSILE-PW72585,PTMP SU,PHENYO_WETSHOOTSILE-PW72585,10.45.9.141,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0140E,00156760ed21,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,BOKA-VLAN6,52.34488,0.5106,
DESERT ROAD/T/A ZEBRANET 71384,PTMP SU,DESERT ROAD/T/A ZEBRANET 71384,10.45.9.147,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000500,001567ea8dca,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,PLOT 3429 BOKAA Vlan 61,,,
BALESENG KADISA  PW NO:83100,PTMP SU,BALESENG KADISA  PW NO:83100,10.45.9.149,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00BE9,00156765c2a0,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,PLOT 969 BOKAA  Vlan 149,,,
MOOKANE_CJSS 12457,PTMP SU,MOOKANE_CJSS 12457,10.45.9.194,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A0058C,0015675eae83,9,4.1.60_b4172_Jul 26 2015, 10 Mbps,MOOKANE CJSS,52.44478,0.26942,
MOOKANE POST OFFICE,PTMP SU,MOOKANE POST OFFICE,10.45.9.195,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009CB,001567e5c1da,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MOOKANE vlan836,52.18596,0.71771,
SEDUMEDI JSS,PTMP SU,SEDUMEDI JSS,10.45.10.7,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00B71,001567e5ba8b,6,4.1.60_b4172_Jul 26 2015, 10 Mbps,MOLEPOLOLE,51.84899,0.93958,
DIT-DRTS PW 19250,PTMP SU,DIT-DRTS PW 19250,10.45.10.11,RW5000/HSU/5520/F35/ETSI/INT - RW-5520-2130,P04140I200A00102,00156747bc10,6,4.1.60_b4174_Nov 10 2015, 25 Mbps,Molepolole-DRTS,51.72183,0.98063,
mathubantwa post office,PTMP SU,MATHUBANTWA POST OFFICE,10.45.10.16,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A003EC,001567652036,6,4.2.40_b4258_Jan 27 2016, 10 Mbps,molepolole,51.74638,0.97415,
DEPT Non Formal Education,PTMP SU,DEPT Non Formal Education,10.45.10.2,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00783,00156704532b,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,Molepolole Pw 23128,51.68015,0.99013,
LEKGWAPHENG CLINIC PW 30500,PTMP SU,LEKGWAPHENG CLINIC PW 30500,10.45.10.20,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000158,00156768f81b,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,DITHEJWANE,51.63028,0.99907,
Ikago centre,PTMP SU,IKAGO CENTRE,10.45.10.24,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100F0003D,0015675eae4d,9,4.2.40_b4258_Jan 27 2016, 10 Mbps,Molepolole,51.88055,0.92637,
DIT Egorv,PTMP SU,DIT Egorv,10.45.10.45,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A00045,001567e54e92,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,Molepolole,52.34488,0.5106,
Woolworths Mafenyatlala,PTMP SU,Woolworths Mafenyatlala,10.45.10.41,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00F0B,0015675fc224,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,molepolole D1901,51.47885,1.0106,
BORIBAMO CLINIC PW 30501,PTMP SU,BORIBAMO CLINIC PW 30501,10.45.10.87,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000222,001567ea8fae,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,BORIBAMO MOLEPOLOLE,-23.93076,26.39397,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
BASHA MWANZA PW 83896,PTMP SU,PAKO  TLOTLANG MOGONON0 83894,10.45.10.89,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000808,001567eb111a,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPS  VLAN 201,-23.93076,26.39398,
MOLEPOLOLE_PRISON,PTMP SU,MOLEPOLOLE_PRISON,10.45.10.68,RW5000/HSU/5510/F35/ETSI/INT - RW-5510-2130,P08080I100A003F9,001567647bcc,9,4.9.17_b0007_Aug 23 2017, 10 Mbps,MOLEPOLOLE-VLAN2183,-23.98507,26.42042,
DEPT OF WILDLIFE PW 20118,PTMP SU,DEPT OF WILDLIFE PW 20118,10.45.10.75,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A008BF,00156768e4ab,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,GARANTA MOLEPS,-24.04088,26.44354,
Tos-ONTIRETSE KGOSINTWA  83109,PTMP SU,ONTIRETSE KGOSINTWA  83109,10.45.10.77,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000185,001567695b09,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,GARANTA MOLEPS,-23.48358,25.91893,
KEGOMODITSWE RAMASUANA,PTMP SU,KEGOMODITSWE RAMASUANA,10.45.10.78,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000551,001567ea90df,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPOLOLE PW 70331 VLAN 217,-23.6083,26.12524,
MOLEPOLOLE-SUBLAND-BOARD,PTMP SU,MOLEPOLOLE-SUBLAND-BOARD,10.45.10.82,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A014B1,001567e10c5e,6,4.9.00_b0016_Jan  8 2017, 10 Mbps,MOLEPOLOLE-D2075-PW19293,-23.68837,26.21562,
Kang-HBS1-x,PTMP HBS,Kang-HBS1-x,192.168.255.2,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00085,0015674a7e1e,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,Kang,51.47885,0.0106,
Kang-HBS2-x,PTMP HBS,Kang-HBS2-x,192.168.255.3,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A00161,001567534606,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,KANG RLU,51.47885,0.0106,
PILANE HBS2,PTMP HBS,PILANE HBS2,192.168.160.186,RW5000/HBS/5100/F35/ETSI/EXT - RW-5100-2230,P04100E000A0007A,0015674a5c35,6,4.1.60_b4174_Nov 10 2015, 107 Mbps,PILANE RLU,51.47885,0.0106,
local Enterprises Authrity,PTMP SU,local Enterprises Authrity,10.45.10.144,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A002BC,001567e4cc74,5,4.9.35_b0012_Mar  1 2018, 10 Mbps,molepolole,52.37248,0.4594,
MOGOTSI 77489,PTMP SU,MOGOTSI 77489,10.45.10.148,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000366,001567e952a4,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPOLOLE LEGONONO,,,
Tshegetsang J.S.S PW 12350,PTMP SU,Tshegetsang J.S.S PW 12350,10.45.10.131,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A008D8,00156768e457,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,Molelpolole vlan 2321,51.59081,1.00431,
k. sekwati-70508,PTMP SU,k. sekwati-70508,10.45.10.132,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00470,001567e52527,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,phuthadikobo 1975,-24.05949,26.52562,
SECURITY SYSTEM,PTMP SU,SECURITY SYSTEM,10.45.10.135,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0197A,001567e8f694,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPOLOLE,,,
WATER WORKS 30432,PTMP SU,WATER WORKS 30432,10.45.10.140,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B83,001567e93652,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPS INDUSTRIAL,,,
OIKANYENG TAUPEDI PW 84921,PTMP SU,OIKANYENG TAUPEDI PW 84921,10.45.10.184,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A012DB,001567e02e98,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPS VLAN 2009,-24.2278,26.57071,
SILVER SCREEN PW 76385,PTMP SU,SILVER SCREEN PW 76385,10.45.10.185,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01971,001567e8f580,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPOLOLE,-24.34332,26.58415,
MOLEPOLOLE IEC PW 21109,PTMP SU,MOLEPS IEC PW 21109,10.45.10.186,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A007BB,001567849039,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,MOLEPOLOLE,-23.78726,26.37501,
ERNARD ENTERPRISES PW 81261,PTMP SU,ERNARD ENTERPRISES PW 81261,10.45.10.187,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A008C6,00156768e46c,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,BORAKALALO MOLEPS VLAN 226,-24.16213,26.55684,
MOLEPS SPORTS COMPLEX PW20154,PTMP SU,MOLEPS SPORTS COMPLEX 20154,10.45.10.165,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A019AE,001567e8f603,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPOLOLE vlan 2418,-24.40145,26.58592,
UBUNTU CATERING  PW 76040-,PTMP SU,UBUNTU CATERING  PW 76040-,10.45.10.166,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01975,001567e8f696,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,MOLEPOLOLE VLAN 1976,,,
DIT REGIONAL EDUCATION,PTMP SU,DIT REGIONAL EDUCATION,10.45.10.180,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A015F0,001567800e94,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,MOLEPOLOLE VLAN 2158,-24.40141,26.58584,
BOIPELO MOLEPOLOLE PW 83720,PTMP SU,BOIPELO MOLEPOLOLE PW 83720,10.45.10.181,RW5000/SU-Pro/5H25/F35/ETSI/INT - RW-5H25-2P35,P18910I200100114,001567ebbacb,110H,4.9.75_b0057_Oct 24 2019, 25 Mbps,MOLEPOLOLE,-24.30914,26.58158,
KEDIBONYE SEBUDUBUDU PW-79892,PTMP SU,KEDIBONYE SEBUDUBUDU PW-79892,10.45.4.72,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000619,001567eaf7f6,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TLOKWENG,,,
Keorapetse_Moathodi-PW 72973,PTMP SU,Keorapetse_Moathodi-PW 72973,10.45.4.76,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000460,001567ea932d,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,VLAN-1410,-24.54131,26.95589,
SECURITY_SYSTEMS?,PTMP SU,SECURITY_SYSTEMS?,10.45.4.111,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0084B,001567e57d6d,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TLOKWENG,-24.42739,26.93472,
TLOKWENG_SUB_COUNCIL?,PTMP SU,OTSHEPHENG MASWABI PW 81632,10.45.4.114,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A010A1,001567dfce71,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TLOKWENG,-24.44755,26.93957,
KEALEBOGA BOLEO/PW 81357,PTMP SU,KEALEBOGA BOLEO/PW 81357,10.45.4.140,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01674,0015670000b9,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,VLAN 59,,,
FARAI RATSHEE PW 79947,PTMP SU,FARAI RATSHEE PW 79947,10.45.4.141,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000177,001567e952a7,6,4.9.75_b0052_Sep 19 2019, 25 Mbps,RLU 11,,,
GOPOLANG CHIPETA/PW 74602,PTMP SU,NDIYE NLANDA /PW83940,10.45.4.142,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A008DE,00156768e47b,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,TLOKWENG vlan 115,,,
HAPPY MAIPELO BAIPAAKANYI,PTMP SU,HAPPY MAIPELO BAIPAAKANYI,10.45.4.147,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000816,001567eb1127,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TLOKWENG vlan 22,,,
TEBOGO SEAKGOSING PW 82795,PTMP SU,TEBOGO SEAKGOSING PW 82795,10.45.4.132,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01B89,001567e935bc,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,PLOT T555 NKAIKELA WARD,,,
Koobakwa-Machiwana-PW72378,PTMP SU,Koobakwa-Machiwana-PW72378,10.45.4.138,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A012C3,001567e02f49,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,Tlokweng  plot2030- vlan 62,-23.6791,26.1202,
HERMAN_BUTALE -PW74010,PTMP SU,HERMAN_BUTALE -PW74010,10.45.4.139,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01A4E,001567e90ce5,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,PLOT 4810 MASETLHENG TLOKWENG,,,
Kweneng Auctioneers 77697,PTMP SU,Kweneng Auctioneers 77697,10.45.10.196,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A007A8,0015670497d9,6,4.9.17_b0007_Aug 23 2017, 25 Mbps,Mahokotswane,,,
ABSA_PRIME_PLAZA-PW71801,PTMP SU,ABSA_PRIME_PLAZA-PW71801,10.45.2.228,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0021A,00156765c3d8,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,CBD-VLAN181,-24.64832,26.89528,
BDF_SSKIA,PTMP SU,BDF_SSKIA,10.45.4.38,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0021D,00156765c415,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,SSKI vlan1879 PW 22518,-23.97491,26.73414,
BOTSWANA_DEFENCE_FORCE_(VIP),PTMP SU,BOTSWANA_DEFENCE_FORCE_(VIP),10.45.4.39,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00EFB,001567dfb1c0,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,SSKIA VIP  Vlan-72,0,1,
`AIR_BOTSWANA_VNP_PW20750,PTMP SU,`AIR_BOTSWANA_VNP_PW20750,10.45.4.40,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A0017F,001567658c61,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,24 33 44.14S 25 55 39.40E,-23.75368,26.51291,
AON_BOTSWANA_PW17462,PTMP SU,AON_BOTSWANA_PW17462,10.45.4.204,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A009C1,00156765c400,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,GLENVALLEY D1799,,,
BARCLAYS_ATM,PTMP SU,BARCLAYS_ATM,10.45.4.205,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A00E69,001567dfb0f4,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,GLENVALLEY,-24.44656,26.92874,
AMANTLE MOTHOKGOSI PW 83944,PTMP SU,AMANTLE MOTHOKGOSI PW 83944,10.45.5.10,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200000256,001567ea91e7,6,4.9.35_b0012_Mar  1 2018, 25 Mbps,RLU 12-VLAN 19 glen vally,-23.74507,26.44244,
DESERT_ROAD-PW70839,PTMP SU,STANBIC ATM GLEN VALLEY 11889,10.45.5.12,RW5000/HSU/5525/F35/ETSI/SFF/INT - RW-5525-2A30,P07850I200A002A5,0015676702ad,6,4.9.70_b0015_May  2 2019, 25 Mbps,CHOPPIES GLEN VALLEY,-23.90399,26.64955,
SUPER INSURANC BROKERS PW82563,PTMP SU,SUPER INSURANC BROKERS PW82563,10.45.5.25,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000327,001567e953a7,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,TSHOLOFELO 63238 UNIT 109,-24.61106,26.94242,
STANBIC_BANK-PW30059,PTMP SU,STANBIC_BANK-PW30059,10.45.5.66,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0081C,001567e57858,6,4.9.15_b0007_Jun 11 2017, 10 Mbps,VLAN 1316,,,
TYLERSOFT_TECHNOLOGIES_PTY,PTMP SU,TYLERSOFT_TECHNOLOGIES_PTY,10.45.5.70,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0167A,001567e3289a,6,4.9.17_b0007_Aug 23 2017, 10 Mbps,FAIRGROUNDS D1202,,,
PICK_PAY-PW11789,PTMP SU,PICK_PAY-PW11789,10.45.5.34,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A01AFF,001567693332,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,VLAN 2 &1407,52.18596,0.71771,
FNB_FAIRGROUNDS_PW12571,PTMP SU,FNB_FAIRGROUNDS_PW12571,10.45.5.98,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A014B7,001567611614,6,4.9.75_b0061_Mar 24 2020, 10 Mbps,FAIRGROUNDS,-23.68001,25.92437,
SSKB_INTELIGENCE_OFFICE_PW1162,PTMP SU,REBECCA SELELO 84388,10.45.5.152,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000310,001567e951e4,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,SSKB 4,,,
SSKB_DDI_PW71762,PTMP SU,SSKB_DDI_PW71762,10.45.5.156,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A0199C,001567e8f5df,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,SSKB VLAN 26,-24.06076,26.69947,
Pelonomi_Rakobe_PW73066,PTMP SU,Pelonomi_Rakobe_PW73066,10.45.5.142,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100A012AE,001567e02dc6,6,4.9.75_b0052_Sep 19 2019, 10 Mbps,SSKB VLAN 209,-24.53717,26.85844,
SELEBATSO_MABUTHO-PW70057,PTMP SU,SELEBATSO_MABUTHO-PW70057,10.45.5.175,RW5000/HSU/5510/F35/ETSI/SFF/INT - RW-5510-2A30,P07830I100000511,001567e95140,6,4.9.35_b0012_Mar  1 2018, 10 Mbps,SSKB HBS 2,-24.22281,26.78463,
Device Name / IP,Device Type,Device Name,IP Address,Product Name,Serial Number,Mac Address,HW Ver.,SW Ver.,Capacity License,Location,Latitude,Longitude,Altitude
